,image,confidence,TP,FP,acc TP,acc FP,precision,recall
369,ac0972561d50_image,84.87%,1,0,318,52,0.859459459,0.202418842
370,1843ab225632_image,84.85%,1,0,319,52,0.859838275,0.203055379
371,0a5f36296cb0_image,84.84%,1,0,320,52,0.860215054,0.203691916
372,7a733f167e29_image,84.84%,1,0,321,52,0.860589812,0.204328453
373,b5b50d4ebe96_image,84.79%,1,0,322,52,0.860962567,0.20496499
374,9e43da13bc66_image,84.79%,0,1,322,53,0.858666667,0.20496499
375,57675376af04_image,84.68%,1,0,323,53,0.859042553,0.205601528
376,d9836a416645_image,84.68%,1,0,324,53,0.859416446,0.206238065
377,c7d100353f74_image,84.65%,1,0,325,53,0.85978836,0.206874602
378,dd50263ab71c_image,84.62%,1,0,326,53,0.860158311,0.207511139
379,adf925d6c357_image,84.61%,1,0,327,53,0.860526316,0.208147677
380,e64a3003925c_image,84.61%,1,0,328,53,0.860892388,0.208784214
381,b812e01902fa_image,84.61%,1,0,329,53,0.861256545,0.209420751
382,736238adb87c_image,84.60%,1,0,330,53,0.861618799,0.210057288
383,85ffddb247ad_image,84.47%,0,1,330,54,0.859375,0.210057288
384,225e5704e1a8_image,84.44%,1,0,331,54,0.85974026,0.210693826
385,727775e601cc_image,84.43%,0,1,331,55,0.857512953,0.210693826
386,4cf91b44af5b_image,84.41%,0,1,331,56,0.855297158,0.210693826
387,82ac18114c98_image,84.32%,1,0,332,56,0.855670103,0.211330363
388,b09305903d46_image,84.30%,1,0,333,56,0.856041131,0.2119669
389,3af695060eba_image,84.22%,1,0,334,56,0.856410256,0.212603437
390,26ee2cdb1285_image,84.22%,1,0,335,56,0.856777494,0.213239975
391,727775e601cc_image,84.21%,1,0,336,56,0.857142857,0.213876512
392,a0464a69be84_image,84.18%,0,1,336,57,0.854961832,0.213876512
393,644c672c4b33_image,84.13%,1,0,337,57,0.855329949,0.214513049
394,1174cda6b0c8_image,84.06%,1,0,338,57,0.855696203,0.215149586
395,bfefe3eb008e_image,84.00%,0,1,338,58,0.853535354,0.215149586
396,932dabe18d3c_image,84.00%,0,1,338,59,0.85138539,0.215149586
397,a5483e0618a0_image,83.99%,1,0,339,59,0.851758794,0.215786123
398,84a8af741443_image,83.97%,1,0,340,59,0.852130326,0.216422661
399,42b46c2e9d1d_image,83.95%,1,0,341,59,0.8525,0.217059198
400,66df9cea79fd_image,83.92%,1,0,342,59,0.85286783,0.217695735
401,4d5364b334dd_image,83.92%,0,1,342,60,0.850746269,0.217695735
402,26371e3cbab2_image,83.88%,1,0,343,60,0.851116625,0.218332272
403,268f2c15fde1_image,83.82%,1,0,344,60,0.851485149,0.21896881
404,d5ca04484172_image,83.75%,1,0,345,60,0.851851852,0.219605347
405,425dff2ff13a_image,83.71%,1,0,346,60,0.852216749,0.220241884
406,f239ff9ef0da_image,83.71%,0,1,346,61,0.85012285,0.220241884
407,2152246f31f1_image,83.70%,0,1,346,62,0.848039216,0.220241884
408,39d4a7943cad_image,83.68%,0,1,346,63,0.84596577,0.220241884
409,c482c51db044_image,83.66%,1,0,347,63,0.846341463,0.220878421
410,08f9fa7120c4_image,83.65%,0,1,347,64,0.844282238,0.220878421
411,8467afadc7f6_image,83.62%,1,0,348,64,0.844660194,0.221514959
412,61ad1ab420e5_image,83.62%,1,0,349,64,0.84503632,0.222151496
413,65b2468a585d_image,83.60%,1,0,350,64,0.845410628,0.222788033
414,ce6d7cb9321f_image,83.55%,1,0,351,64,0.845783133,0.22342457
415,d61a43d5c520_image,83.54%,1,0,352,64,0.846153846,0.224061108
416,f043bf82ee4e_image,83.52%,1,0,353,64,0.846522782,0.224697645
417,697ea3ceee9e_image,83.48%,1,0,354,64,0.846889952,0.225334182
418,4e0ff8b88667_image,83.48%,0,1,354,65,0.844868735,0.225334182
419,2a03d1c9b41f_image,83.39%,1,0,355,65,0.845238095,0.225970719
420,2c297acf1d25_image,83.34%,0,1,355,66,0.843230404,0.225970719
421,78383a97e9b8_image,83.26%,1,0,356,66,0.843601896,0.226607257
422,d7d0138bede7_image,83.24%,1,0,357,66,0.843971631,0.227243794
423,05ef4358baa9_image,83.23%,1,0,358,66,0.844339623,0.227880331
424,5c7b5fe49437_image,83.21%,1,0,359,66,0.844705882,0.228516868
425,2bcb650baf45_image,83.16%,0,1,359,67,0.842723005,0.228516868
426,0f545de555fd_image,83.13%,0,1,359,68,0.840749415,0.228516868
427,be68a3d6754d_image,83.13%,1,0,360,68,0.841121495,0.229153405
428,9dcd0faf95bd_image,83.07%,1,0,361,68,0.841491841,0.229789943
429,1e82f179e878_image,82.97%,0,1,361,69,0.839534884,0.229789943
430,5044cd2e31d1_image,82.97%,0,1,361,70,0.837587007,0.229789943
431,e64a3003925c_image,82.94%,0,1,361,71,0.835648148,0.229789943
432,c482c51db044_image,82.86%,0,1,361,72,0.833718245,0.229789943
433,ae3d5da58736_image,82.75%,1,0,362,72,0.834101382,0.23042648
434,932dabe18d3c_image,82.74%,0,1,362,73,0.832183908,0.23042648
435,39acf134b0a1_image,82.74%,1,0,363,73,0.832568807,0.231063017
436,2c4e95472ebb_image,82.72%,0,1,363,74,0.830663616,0.231063017
437,4ab9f6b4684d_image,82.68%,1,0,364,74,0.831050228,0.231699554
438,4d94d9d0f8df_image,82.68%,0,1,364,75,0.829157175,0.231699554
439,a6de43bd68d4_image,82.67%,1,0,365,75,0.829545455,0.232336092
440,8c760b2d01b5_image,82.66%,1,0,366,75,0.829931973,0.232972629
441,f8c0356edb65_image,82.64%,1,0,367,75,0.830316742,0.233609166
442,63aefefa9ee0_image,82.63%,0,1,367,76,0.828442438,0.233609166
443,8568c0c16033_image,82.60%,1,0,368,76,0.828828829,0.234245703
444,d00a82ee79f8_image,82.57%,1,0,369,76,0.829213483,0.234882241
445,d5ca04484172_image,82.53%,1,0,370,76,0.829596413,0.235518778
446,02eed7c620be_image,82.49%,1,0,371,76,0.829977629,0.236155315
447,7652321644be_image,82.46%,1,0,372,76,0.830357143,0.236791852
448,df0fe96fc60a_image,82.40%,1,0,373,76,0.830734967,0.23742839
449,9e43da13bc66_image,82.36%,0,1,373,77,0.828888889,0.23742839
450,355d624723cf_image,82.31%,1,0,374,77,0.829268293,0.238064927
451,bc67926aa798_image,82.25%,0,1,374,78,0.827433628,0.238064927
452,7d91b9db5089_image,82.25%,1,0,375,78,0.82781457,0.238701464
453,8069c13ddcb9_image,82.23%,0,1,375,79,0.825991189,0.238701464
454,c12672d401e4_image,82.23%,1,0,376,79,0.826373626,0.239338001
455,19e702d7942b_image,82.20%,1,0,377,79,0.826754386,0.239974539
456,3892dd928d72_image,82.19%,1,0,378,79,0.827133479,0.240611076
457,cd04ca4ef72d_image,82.13%,1,0,379,79,0.827510917,0.241247613
458,bfefe3eb008e_image,82.09%,0,1,379,80,0.825708061,0.241247613
459,9c3f08f1f71e_image,82.08%,1,0,380,80,0.826086957,0.24188415
460,dc8300b52fc2_image,82.05%,1,0,381,80,0.826464208,0.242520687
461,103a2ee89a54_image,82.04%,1,0,382,80,0.826839827,0.243157225
462,3d9c95938f42_image,81.97%,1,0,383,80,0.827213823,0.243793762
463,d0ce4a52df49_image,81.96%,1,0,384,80,0.827586207,0.244430299
464,97202fd6e3b1_image,81.92%,1,0,385,80,0.827956989,0.245066836
465,67ad8c8afe8c_image,81.92%,0,1,385,81,0.826180258,0.245066836
466,22c3bf8c1c0a_image,81.91%,1,0,386,81,0.826552463,0.245703374
467,d470ced1f93f_image,81.90%,1,0,387,81,0.826923077,0.246339911
468,32a47637d8f2_image,81.89%,1,0,388,81,0.827292111,0.246976448
469,d9ed5faef270_image,81.86%,1,0,389,81,0.827659574,0.247612985
470,47527c96b001_image,81.84%,0,1,389,82,0.825902335,0.247612985
471,e98098b26a0f_image,81.83%,0,1,389,83,0.824152542,0.247612985
472,eb61e3bdb2a5_image,81.83%,1,0,390,83,0.824524313,0.248249523
473,e283f58f6d76_image,81.82%,1,0,391,83,0.824894515,0.24888606
474,5d252a9ba2f5_image,81.80%,1,0,392,83,0.825263158,0.249522597
475,9cbb5c89491c_image,81.79%,1,0,393,83,0.825630252,0.250159134
476,905053213b77_image,81.75%,1,0,394,83,0.825995807,0.250795672
477,99aa461b2afd_image,81.73%,1,0,395,83,0.826359833,0.251432209
478,42a5b52fe13e_image,81.72%,1,0,396,83,0.826722338,0.252068746
479,c3f0b2e27f44_image,81.70%,1,0,397,83,0.827083333,0.252705283
480,fed009ec0e3f_image,81.69%,1,0,398,83,0.827442827,0.25334182
481,9c3f08f1f71e_image,81.65%,1,0,399,83,0.82780083,0.253978358
482,5a343fdced42_image,81.57%,0,1,399,84,0.826086957,0.253978358
483,225e5704e1a8_image,81.55%,1,0,400,84,0.826446281,0.254614895
484,9ff1a3671dca_image,81.52%,0,1,400,85,0.824742268,0.254614895
485,d61a43d5c520_image,81.52%,1,0,401,85,0.825102881,0.255251432
486,9544a8924cb8_image,81.46%,0,1,401,86,0.823408624,0.255251432
487,bfcc54749d3a_image,81.45%,1,0,402,86,0.823770492,0.255887969
488,f72847c072e2_image,81.42%,0,1,402,87,0.82208589,0.255887969
489,5228f2a518c0_image,81.42%,1,0,403,87,0.82244898,0.256524507
490,42b46c2e9d1d_image,81.40%,1,0,404,87,0.822810591,0.257161044
491,09cf9767a7bf_image,81.38%,0,1,404,88,0.821138211,0.257161044
492,65f07a999eae_image,81.35%,1,0,405,88,0.821501014,0.257797581
493,21905d725d81_image,81.31%,1,0,406,88,0.821862348,0.258434118
494,79b7ba0210bb_image,81.30%,1,0,407,88,0.822222222,0.259070656
495,f476eafd8d46_image,81.28%,0,1,407,89,0.820564516,0.259070656
496,4cb11023c508_image,81.28%,1,0,408,89,0.820925553,0.259707193
497,b13d2f8ad15d_image,81.25%,1,0,409,89,0.821285141,0.26034373
498,736238adb87c_image,81.25%,1,0,410,89,0.821643287,0.260980267
499,efdc1a6d4739_image,81.25%,1,0,411,89,0.822,0.261616805
500,ef5a412bf92a_image,81.25%,0,1,411,90,0.820359281,0.261616805
501,b98174b36c85_image,81.24%,0,1,411,91,0.8187251,0.261616805
502,11c908b4554b_image,81.20%,1,0,412,91,0.819085487,0.262253342
503,ea743e2eccf9_image,81.18%,1,0,413,91,0.819444444,0.262889879
504,cdb14d392b0b_image,81.12%,0,1,413,92,0.817821782,0.262889879
505,efdc1a6d4739_image,81.11%,0,1,413,93,0.816205534,0.262889879
506,8467afadc7f6_image,81.04%,0,1,413,94,0.814595661,0.262889879
507,40cf9721e428_image,81.03%,1,0,414,94,0.81496063,0.263526416
508,ea408a91db91_image,80.99%,1,0,415,94,0.815324165,0.264162954
509,545096ff25ac_image,80.96%,1,0,416,94,0.815686275,0.264799491
510,141047766750_image,80.94%,1,0,417,94,0.816046967,0.265436028
511,b8f98967f667_image,80.88%,0,1,417,95,0.814453125,0.265436028
512,987e5110e681_image,80.86%,1,0,418,95,0.814814815,0.266072565
513,3ecd882ade16_image,80.80%,1,0,419,95,0.815175097,0.266709102
514,db4f4f01f852_image,80.77%,1,0,420,95,0.815533981,0.26734564
515,fbd384384f57_image,80.77%,1,0,421,95,0.815891473,0.267982177
516,3d3dcc89ded9_image,80.77%,0,1,421,96,0.814313346,0.267982177
517,a3d4029a671d_image,80.74%,1,0,422,96,0.814671815,0.268618714
518,c7d100353f74_image,80.71%,1,0,423,96,0.815028902,0.269255251
519,cb006ffb6359_image,80.71%,1,0,424,96,0.815384615,0.269891789
520,ebd947e0029f_image,80.67%,1,0,425,96,0.815738964,0.270528326
521,db27626f6cf2_image,80.66%,1,0,426,96,0.816091954,0.271164863
522,a3f61fadfe6f_image,80.63%,1,0,427,96,0.816443595,0.2718014
523,5b7339345256_image,80.62%,1,0,428,96,0.816793893,0.272437938
524,02d302d64d58_image,80.62%,1,0,429,96,0.817142857,0.273074475
525,f8c0356edb65_image,80.62%,1,0,430,96,0.817490494,0.273711012
526,793e044f2c5b_image,80.61%,1,0,431,96,0.817836812,0.274347549
527,dd2a5a29876f_image,80.54%,1,0,432,96,0.818181818,0.274984087
528,cd6e56f2f2ac_image,80.53%,1,0,433,96,0.81852552,0.275620624
529,f9c3bb697d31_image,80.51%,1,0,434,96,0.818867925,0.276257161
530,96ef77785c24_image,80.50%,0,1,434,97,0.8173258,0.276257161
531,17eaa61e67ac_image,80.49%,0,1,434,98,0.815789474,0.276257161
532,606d6922c2ff_image,80.49%,1,0,435,98,0.816135084,0.276893698
533,7c4a926c42d4_image,80.47%,1,0,436,98,0.816479401,0.277530236
534,e1a5487d715c_image,80.46%,0,1,436,99,0.814953271,0.277530236
535,0b2abfe747bd_image,80.46%,0,1,436,100,0.813432836,0.277530236
536,2dd56460ae48_image,80.45%,0,1,436,101,0.811918063,0.277530236
537,3778b6ed431b_image,80.44%,0,1,436,102,0.810408922,0.277530236
538,d5386c34152f_image,80.39%,1,0,437,102,0.810760668,0.278166773
539,8a6ff2ab86ee_image,80.39%,0,1,437,103,0.809259259,0.278166773
540,13b742f56244_image,80.37%,0,1,437,104,0.807763401,0.278166773
541,2d409ccd6f6d_image,80.35%,1,0,438,104,0.808118081,0.27880331
542,1655c84fa4b4_image,80.33%,1,0,439,104,0.808471455,0.279439847
543,4467cda706e7_image,80.33%,1,0,440,104,0.808823529,0.280076384
544,5a84eaaa2854_image,80.31%,1,0,441,104,0.809174312,0.280712922
545,4d94d9d0f8df_image,80.28%,1,0,442,104,0.80952381,0.281349459
546,b043ad7772e6_image,80.25%,0,1,442,105,0.808043876,0.281349459
547,6699ff481799_image,80.24%,1,0,443,105,0.808394161,0.281985996
548,b69412006842_image,80.20%,0,1,443,106,0.806921676,0.281985996
549,be917938214c_image,80.16%,1,0,444,106,0.807272727,0.282622533
550,19e702d7942b_image,80.11%,0,1,444,107,0.805807623,0.282622533
551,ddd175bfcb35_image,80.07%,1,0,445,107,0.80615942,0.283259071
552,30353c8bddab_image,80.05%,0,1,445,108,0.804701627,0.283259071
553,0b55cd36e5cc_image,80.03%,0,1,445,109,0.803249097,0.283259071
554,6df74f84cb1b_image,80.01%,1,0,446,109,0.803603604,0.283895608
555,faae22ec95ed_image,80.01%,0,1,446,110,0.802158273,0.283895608
556,0ee216baabd5_image,80.00%,1,0,447,110,0.802513465,0.284532145
557,22e930bb575f_image,79.93%,1,0,448,110,0.802867384,0.285168682
558,625ef3b08e9e_image,79.92%,1,0,449,110,0.803220036,0.28580522
559,32f07d34a0db_image,79.91%,1,0,450,110,0.803571429,0.286441757
560,d0ce4a52df49_image,79.89%,0,1,450,111,0.802139037,0.286441757
561,895ee33c70a1_image,79.84%,1,0,451,111,0.802491103,0.287078294
562,c02550dc623f_image,79.84%,0,1,451,112,0.801065719,0.287078294
563,3bea5bdbe6dc_image,79.82%,1,0,452,112,0.80141844,0.287714831
564,78a25e4b11dd_image,79.78%,1,0,453,112,0.801769912,0.288351369
565,0839e8367909_image,79.67%,0,1,453,113,0.800353357,0.288351369
566,bdba412f52c0_image,79.65%,0,1,453,114,0.798941799,0.288351369
567,71bd712327a6_image,79.64%,1,0,454,114,0.799295775,0.288987906
568,43883549bf9b_image,79.61%,0,1,454,115,0.797891037,0.288987906
569,96214bc64449_image,79.60%,1,0,455,115,0.798245614,0.289624443
570,a9b110fcfef1_image,79.60%,1,0,456,115,0.798598949,0.29026098
571,6b4538ea6062_image,79.58%,1,0,457,115,0.798951049,0.290897518
572,faae22ec95ed_image,79.57%,1,0,458,115,0.79930192,0.291534055
573,9ed5f5971199_image,79.54%,1,0,459,115,0.799651568,0.292170592
574,1b3cee648e36_image,79.52%,1,0,460,115,0.8,0.292807129
575,c9dbffec85c8_image,79.51%,1,0,461,115,0.800347222,0.293443666
576,00fb65888ddf_image,79.51%,0,1,461,116,0.798960139,0.293443666
577,670d9645d4a4_image,79.49%,1,0,462,116,0.799307958,0.294080204
578,e4e05d181762_image,79.47%,1,0,463,116,0.799654577,0.294716741
579,0e2691505e53_image,79.45%,1,0,464,116,0.8,0.295353278
580,4227ca3f0d1d_image,79.43%,1,0,465,116,0.800344234,0.295989815
581,5a7185c0a991_image,79.42%,1,0,466,116,0.800687285,0.296626353
582,4e0ff8b88667_image,79.36%,0,1,466,117,0.799313894,0.296626353
583,d889eeca955d_image,79.36%,1,0,467,117,0.799657534,0.29726289
584,1deb434d88f9_image,79.34%,0,1,467,118,0.798290598,0.29726289
585,1c9bc3acd2db_image,79.32%,1,0,468,118,0.798634812,0.297899427
586,78dd642c634a_image,79.29%,0,1,468,119,0.797274276,0.297899427
587,f087281fee55_image,79.27%,1,0,469,119,0.797619048,0.298535964
588,1700e25c3938_image,79.27%,1,0,470,119,0.797962649,0.299172502
589,89fd7f185d77_image,79.25%,1,0,471,119,0.798305085,0.299809039
590,49f010752fd8_image,79.24%,0,1,471,120,0.796954315,0.299809039
591,7df6f0a19939_image,79.21%,0,1,471,121,0.795608108,0.299809039
592,09be36e1b94b_image,79.19%,1,0,472,121,0.795952782,0.300445576
593,8e40fc497165_image,79.18%,1,0,473,121,0.796296296,0.301082113
594,cef058291a3e_image,79.11%,0,1,473,122,0.794957983,0.301082113
595,b70e58bfaa55_image,79.10%,1,0,474,122,0.795302013,0.301718651
596,ded9cb5e9ddd_image,79.05%,1,0,475,122,0.795644891,0.302355188
597,71bd712327a6_image,79.03%,1,0,476,122,0.795986622,0.302991725
598,bd2509cb2f13_image,79.02%,0,1,476,123,0.794657763,0.302991725
599,741019718830_image,79.02%,1,0,477,123,0.795,0.303628262
600,30124d722883_image,79.02%,0,1,477,124,0.793677205,0.303628262
601,3892dd928d72_image,79.01%,1,0,478,124,0.794019934,0.304264799
602,f65a89690c7f_image,78.94%,1,0,479,124,0.794361526,0.304901337
603,cccc4a472171_image,78.94%,1,0,480,124,0.794701987,0.305537874
604,2a7f96c98513_image,78.93%,1,0,481,124,0.795041322,0.306174411
605,2ae75e3c1a63_image,78.86%,0,1,481,125,0.793729373,0.306174411
606,7c894f328f24_image,78.86%,0,1,481,126,0.792421746,0.306174411
607,5662a418a7f0_image,78.84%,0,1,481,127,0.791118421,0.306174411
608,0cdfd3a820cb_image,78.82%,0,1,481,128,0.789819376,0.306174411
609,8ceb3de931e3_image,78.79%,1,0,482,128,0.790163934,0.306810948
610,bc67926aa798_image,78.79%,0,1,482,129,0.788870704,0.306810948
611,56b70be7b9ec_image,78.77%,1,0,483,129,0.789215686,0.307447486
612,945b1ced5992_image,78.76%,1,0,484,129,0.789559543,0.308084023
613,97202fd6e3b1_image,78.73%,0,1,484,130,0.788273616,0.308084023
614,4227ca3f0d1d_image,78.72%,0,1,484,131,0.78699187,0.308084023
615,8029bfa40f02_image,78.71%,1,0,485,131,0.787337662,0.30872056
616,510130dcc27b_image,78.70%,1,0,486,131,0.787682334,0.309357097
617,d72eee691860_image,78.61%,0,1,486,132,0.786407767,0.309357097
618,4d5364b334dd_image,78.60%,1,0,487,132,0.786752827,0.309993635
619,09be36e1b94b_image,78.58%,0,1,487,133,0.785483871,0.309993635
620,0f545de555fd_image,78.57%,0,1,487,134,0.784219002,0.309993635
621,211f27ef4374_image,78.54%,1,0,488,134,0.784565916,0.310630172
622,93a1b92fa183_image,78.52%,0,1,488,135,0.783306581,0.310630172
623,93fae0b370c3_image,78.49%,0,1,488,136,0.782051282,0.310630172
624,d13f2f20a973_image,78.45%,1,0,489,136,0.7824,0.311266709
625,0f9ef2e963bf_image,78.41%,1,0,490,136,0.782747604,0.311903246
626,02d302d64d58_image,78.40%,1,0,491,136,0.783094099,0.312539784
627,cca1c1a5635c_image,78.39%,1,0,492,136,0.78343949,0.313176321
628,644c672c4b33_image,78.39%,0,1,492,137,0.782193959,0.313176321
629,3299c772badc_image,78.38%,0,1,492,138,0.780952381,0.313176321
630,74b2cd2f2c2b_image,78.37%,1,0,493,138,0.781299525,0.313812858
631,ac1c89907fa2_image,78.35%,0,1,493,139,0.780063291,0.313812858
632,347de7200418_image,78.34%,1,0,494,139,0.780410742,0.314449395
633,563f8a6c25fb_image,78.33%,1,0,495,139,0.780757098,0.315085933
634,1bbbd65ed63a_image,78.30%,1,0,496,139,0.781102362,0.31572247
635,a18eeacf287a_image,78.29%,1,0,497,139,0.781446541,0.316359007
636,a78f01529895_image,78.29%,1,0,498,139,0.781789639,0.316995544
637,499ba19916d1_image,78.24%,1,0,499,139,0.782131661,0.317632081
638,73d080014eb0_image,78.19%,1,0,500,139,0.782472613,0.318268619
639,0b2269d46515_image,78.19%,1,0,501,139,0.7828125,0.318905156
640,7eef8e9bf889_image,78.17%,1,0,502,139,0.783151326,0.319541693
641,8125a7add80b_image,78.17%,1,0,503,139,0.783489097,0.32017823
642,59937337e0a9_image,78.17%,1,0,504,139,0.783825816,0.320814768
643,ab37848b342f_image,78.13%,1,0,505,139,0.784161491,0.321451305
644,01376c1ba556_image,78.13%,1,0,506,139,0.784496124,0.322087842
645,5d252a9ba2f5_image,78.08%,1,0,507,139,0.784829721,0.322724379
646,d6bc119113e3_image,78.06%,1,0,508,139,0.785162287,0.323360917
647,10b1352bfe36_image,78.05%,0,1,508,140,0.783950617,0.323360917
648,343699137ae1_image,77.98%,1,0,509,140,0.784283513,0.323997454
649,243d84bb9946_image,77.97%,1,0,510,140,0.784615385,0.324633991
650,78298f509c7b_image,77.92%,0,1,510,141,0.783410138,0.324633991
651,052f53733165_image,77.91%,0,1,510,142,0.782208589,0.324633991
652,c9f8fff624b9_image,77.83%,1,0,511,142,0.782542113,0.325270528
653,7b3cd095516f_image,77.80%,0,1,511,143,0.781345566,0.325270528
654,124d0765c82a_image,77.80%,1,0,512,143,0.781679389,0.325907066
655,001bd15d1891_image,77.74%,1,0,513,143,0.782012195,0.326543603
656,2ad6ea7e7941_image,77.66%,1,0,514,143,0.782343988,0.32718014
657,1e2ab5bceffb_image,77.54%,1,0,515,143,0.782674772,0.327816677
658,7bc56e205e08_image,77.54%,1,0,516,143,0.783004552,0.328453215
659,8d707af243eb_image,77.53%,1,0,517,143,0.783333333,0.329089752
660,de540f4137c7_image,77.50%,1,0,518,143,0.78366112,0.329726289
661,ea1dd04c7349_image,77.49%,1,0,519,143,0.783987915,0.330362826
662,329172d2a7eb_image,77.48%,0,1,519,144,0.78280543,0.330362826
663,b55e62a49379_image,77.45%,1,0,520,144,0.78313253,0.330999363
664,72df8e8bb056_image,77.41%,0,1,520,145,0.781954887,0.330999363
665,d8ef6a6d4981_image,77.30%,1,0,521,145,0.782282282,0.331635901
666,9062f70a3dd7_image,77.28%,1,0,522,145,0.782608696,0.332272438
667,1be144091e2d_image,77.28%,1,0,523,145,0.782934132,0.332908975
668,c10d11ec6d55_image,77.26%,1,0,524,145,0.783258595,0.333545512
669,6c3b72416712_image,77.21%,1,0,525,145,0.78358209,0.33418205
670,f239ff9ef0da_image,77.15%,0,1,525,146,0.782414307,0.33418205
671,8f0ae2622c08_image,77.10%,0,1,525,147,0.78125,0.33418205
672,2db404b60c2d_image,77.09%,1,0,526,147,0.781575037,0.334818587
673,5e68dfee737d_image,77.06%,0,1,526,148,0.78041543,0.334818587
674,2cb791040cb1_image,77.04%,1,0,527,148,0.780740741,0.335455124
675,1b369b36f933_image,77.02%,0,1,527,149,0.779585799,0.335455124
676,a535619f97fc_image,76.91%,1,0,528,149,0.779911374,0.336091661
677,793e044f2c5b_image,76.89%,0,1,528,150,0.778761062,0.336091661
678,ad37a4fbedd4_image,76.87%,0,1,528,151,0.777614138,0.336091661
679,4dd9a462b193_image,76.85%,0,1,528,152,0.776470588,0.336091661
680,a5b0a1b1c7c5_image,76.81%,1,0,529,152,0.776798825,0.336728199
681,407901bb5f89_image,76.76%,1,0,530,152,0.7771261,0.337364736
682,35ad423bca61_image,76.75%,1,0,531,152,0.777452416,0.338001273
683,524d06460f5f_image,76.71%,0,1,531,153,0.776315789,0.338001273
684,94825b693577_image,76.70%,0,1,531,154,0.775182482,0.338001273
685,9af4cef63686_image,76.68%,1,0,532,154,0.775510204,0.33863781
686,8424b4d2578b_image,76.67%,1,0,533,154,0.775836972,0.339274348
687,243d84bb9946_image,76.65%,1,0,534,154,0.776162791,0.339910885
688,5f9ca36e82aa_image,76.63%,1,0,535,154,0.776487663,0.340547422
689,14ad2e08ab7f_image,76.63%,0,1,535,155,0.775362319,0.340547422
690,697ea3ceee9e_image,76.61%,1,0,536,155,0.77568741,0.341183959
691,ebd947e0029f_image,76.59%,1,0,537,155,0.776011561,0.341820496
692,90ac037db9f8_image,76.58%,0,1,537,156,0.774891775,0.341820496
693,92cafb902940_image,76.58%,0,1,537,157,0.773775216,0.341820496
694,54f658731652_image,76.55%,1,0,538,157,0.774100719,0.342457034
695,fd4004c1cfea_image,76.53%,1,0,539,157,0.774425287,0.343093571
696,139af9440cc0_image,76.50%,0,1,539,158,0.773314204,0.343093571
697,233c7f24c43e_image,76.49%,0,1,539,159,0.772206304,0.343093571
698,fe52ee3b2a82_image,76.46%,1,0,540,159,0.772532189,0.343730108
699,ab26438e1fa9_image,76.44%,1,0,541,159,0.772857143,0.344366645
700,9344a6cf4093_image,76.36%,1,0,542,159,0.77318117,0.345003183
701,4be932b7cbbd_image,76.27%,1,0,543,159,0.773504274,0.34563972
702,f420e3696115_image,76.25%,0,1,543,160,0.772403983,0.34563972
703,a4a0a64989fd_image,76.24%,1,0,544,160,0.772727273,0.346276257
704,5597d905aa5c_image,76.22%,1,0,545,160,0.773049645,0.346912794
705,df0fe96fc60a_image,76.22%,1,0,546,160,0.773371105,0.347549332
706,63ed28f6c6f5_image,76.20%,0,1,546,161,0.772277228,0.347549332
707,bb5ea9bc97fa_image,76.20%,0,1,546,162,0.771186441,0.347549332
708,79f32a83d80f_image,76.13%,1,0,547,162,0.771509168,0.348185869
709,42d9d100ae15_image,76.12%,0,1,547,163,0.770422535,0.348185869
710,ea1dd04c7349_image,76.02%,1,0,548,163,0.770745429,0.348822406
711,4b2878eb6f70_image,75.98%,0,1,548,164,0.769662921,0.348822406
712,ca28f6c2f672_image,75.97%,1,0,549,164,0.769985975,0.349458943
713,d824859c732d_image,75.96%,1,0,550,164,0.770308123,0.350095481
714,32a47637d8f2_image,75.96%,0,1,550,165,0.769230769,0.350095481
715,b36981909f0f_image,75.96%,1,0,551,165,0.769553073,0.350732018
716,63f6f0b040e3_image,75.96%,1,0,552,165,0.769874477,0.351368555
717,8671f7920c4f_image,75.93%,1,0,553,165,0.770194986,0.352005092
718,d3a3199e03d9_image,75.92%,1,0,554,165,0.770514604,0.35264163
719,6f815bf5bac5_image,75.88%,1,0,555,165,0.770833333,0.353278167
720,fb41ef9ddaa2_image,75.81%,0,1,555,166,0.769764216,0.353278167
721,0c1403037838_image,75.78%,1,0,556,166,0.770083102,0.353914704
722,e6215d0188e5_image,75.74%,0,1,556,167,0.769017981,0.353914704
723,488bee5db2c7_image,75.73%,1,0,557,167,0.769337017,0.354551241
724,4cf91b44af5b_image,75.73%,0,1,557,168,0.768275862,0.354551241
725,8ceb3de931e3_image,75.67%,0,1,557,169,0.767217631,0.354551241
726,110dde407e0a_image,75.57%,1,0,558,169,0.767537827,0.355187778
727,895ee33c70a1_image,75.56%,0,1,558,170,0.766483516,0.355187778
728,e46f7573012c_image,75.53%,1,0,559,170,0.766803841,0.355824316
729,f2633be66b0d_image,75.48%,1,0,560,170,0.767123288,0.356460853
730,268f2c15fde1_image,75.44%,1,0,561,170,0.76744186,0.35709739
731,5dbf1f9ba0e9_image,75.43%,1,0,562,170,0.767759563,0.357733927
732,cb006ffb6359_image,75.43%,0,1,562,171,0.766712142,0.357733927
733,ef5a412bf92a_image,75.43%,0,1,562,172,0.765667575,0.357733927
734,ac659a88deca_image,75.39%,1,0,563,172,0.765986395,0.358370465
735,b98c0d782ed9_image,75.39%,0,1,563,173,0.764945652,0.358370465
